date,regime,tau,rs_value,q_stop,delta_lambda,note
2020-05-08,Rigid,0.11567999913243915,0.8907602217389115,0.01,4.21876019586233,Regime changed from Critical to Rigid
2020-05-13,Gapless,0.016147137422551097,0.983982528750321,0.01,0.5888736267830337,Regime changed from Rigid to Gapless
2020-05-20,Rigid,0.02896994970842403,0.9714456562532124,0.01,1.056511684151288,Regime changed from Gapless to Rigid
2020-05-22,Gapless,0.023430252055337168,0.9768421050219256,0.02,0.8544831906240852,Regime changed from Rigid to Gapless
2022-06-13,Rigid,0.028642009991259355,0.9717642841094739,0.01,1.0445519760272177,Regime changed from Gapless to Rigid
2022-06-15,Gapless,0.02062407967738692,0.9795871420768973,0.01,0.7521442520036659,Regime changed from Rigid to Gapless
2022-06-16,Rigid,0.027718645098937875,0.9726619915250058,0.01,1.0108775717810459,Regime changed from Gapless to Rigid
2022-06-17,Gapless,0.020509725950216214,0.9796991679228467,0.01,0.7479738599215916,Regime changed from Rigid to Gapless
2022-06-22,Rigid,0.03530207200721322,0.9653137779414049,0.01,1.2874392922927806,Regime changed from Gapless to Rigid
2022-06-23,Gapless,0.025770769214241856,0.9745584628079609,0.01,0.9398400431636093,Regime changed from Rigid to Gapless
2022-06-24,Rigid,0.05380350196190756,0.9476182933440273,0.01,1.962172148834718,Regime changed from Gapless to Rigid
2022-06-28,Gapless,0.021355943237985068,0.9788704802245167,0.01,0.7788347506327217,Regime changed from Rigid to Gapless
2022-06-29,Rigid,0.027531914989501343,0.9728436337636377,0.01,1.0040676689545602,Regime changed from Gapless to Rigid
2022-07-05,Gapless,0.009811771205636713,0.9902362071756067,0.01,0.357827715453714,Regime changed from Rigid to Gapless
2022-07-12,Rigid,0.027774691599804776,0.9726074787514939,0.01,1.012921544367041,Regime changed from Gapless to Rigid
2022-07-13,Gapless,0.020882080473373577,0.9793344404145199,0.01,0.761553341706054,Regime changed from Rigid to Gapless
2022-07-15,Rigid,0.03109411532118592,0.9693843348646082,0.01,1.1339783629526923,Regime changed from Gapless to Rigid
2022-07-18,Gapless,0.014343347402495543,0.9857590283500373,0.01,0.5230907983306246,Regime changed from Rigid to Gapless
2022-10-03,Rigid,0.02799933160755048,0.9723890167385064,0.01,1.0211139918962875,Regime changed from Gapless to Rigid
2022-10-04,Gapless,0.022262774238806297,0.9779832124890078,0.01,0.8119061766296967,Regime changed from Rigid to Gapless
2022-10-06,Rigid,0.030700916436646707,0.9697655706495977,0.01,1.1196387034126505,Regime changed from Gapless to Rigid
2022-10-18,Gapless,0.026986633162012868,0.973374252373312,0.01,0.9841816619819826,Regime changed from Rigid to Gapless
2022-10-20,Rigid,0.027430527376876984,0.9729422730574385,0.01,1.0003701410525807,Regime changed from Gapless to Rigid
2022-10-21,Gapless,0.015204152007662683,0.9849108475501918,0.01,0.5544836772373444,Regime changed from Rigid to Gapless
