Date,"('CLOSE', 'BTC-USD')","('HIGH', 'BTC-USD')","('LOW', 'BTC-USD')","('OPEN', 'BTC-USD')","('VOLUME', 'BTC-USD')"
2016-11-23,744.593994,752.250000,738.924011,751.741028,76543800
2016-11-24,740.289001,746.831970,733.489990,744.619995,85919296
2016-11-25,741.648987,741.648987,734.591003,740.442017,67807600
2016-11-26,735.382019,742.213989,729.625000,741.510986,54962700
2016-11-27,732.034973,739.018005,731.085022,735.437012,52601800
2016-11-28,735.812988,738.005981,732.484009,732.484009,61888600
2016-11-29,735.604004,737.471008,734.559021,736.328979,68511104
2016-11-30,745.690979,747.929016,736.265015,736.283997,84070800
2016-12-01,756.773987,758.275024,746.046021,746.046021,80461904
2016-12-02,777.943970,781.296021,757.544983,757.544983,127605000
2016-12-03,771.155029,778.247986,764.856018,778.247986,69547296
2016-12-04,773.872009,773.872009,768.161011,771.638000,60557900
2016-12-05,758.700012,773.468018,751.713013,773.393982,106363000
2016-12-06,764.223999,765.622009,758.719971,758.719971,116218000
2016-12-07,768.132019,771.543030,759.750000,764.210999,96426096
2016-12-08,770.809998,774.697998,765.945984,768.075989,80111904
2016-12-09,772.794006,774.528015,769.648987,769.943970,68705296
2016-12-10,774.650024,777.091980,772.909973,773.023010,53843100
2016-12-11,769.731018,774.797974,765.411987,774.752014,57313400
2016-12-12,780.086975,781.921997,770.039978,770.039978,76571000
2016-12-13,780.556030,788.460022,777.961975,780.646973,81645600
2016-12-14,781.481018,782.033997,776.838989,780.005005,75979000
2016-12-15,778.088013,781.434998,777.802002,780.070007,81580096
2016-12-16,784.906982,785.031982,778.963013,778.963013,83608200
2016-12-17,790.828979,792.508972,784.864014,785.166016,78989800
2016-12-18,790.530029,794.737000,788.026001,791.007996,60524400
2016-12-19,792.713989,793.611023,790.320007,790.692017,74886400
2016-12-20,800.875977,801.336975,791.497009,792.247009,99629296
2016-12-21,834.281006,834.281006,799.405029,800.643982,155576000
2016-12-22,864.539978,875.781982,834.148987,834.179993,200027008
2016-12-23,921.984009,925.117004,864.677002,864.888000,275564000
2016-12-24,898.822021,923.479004,886.335022,922.179993,137727008
2016-12-25,896.182983,899.651978,862.424011,899.651978,143664992
2016-12-26,907.609985,913.184021,896.898010,896.905029,123771000
2016-12-27,933.197998,940.047974,904.255005,908.354004,167308000
2016-12-28,975.921021,975.921021,934.830994,934.830994,236630000
2016-12-29,973.497009,979.396973,954.502991,975.125000,199320000
2016-12-30,961.237976,972.534973,934.833008,972.534973,187474000
2016-12-31,963.742981,963.742981,947.236023,960.627014,99135104
2017-01-01,998.325012,1003.080017,958.698975,963.658020,147775008
2017-01-02,1021.750000,1031.390015,996.702026,998.617004,222184992
2017-01-03,1043.839966,1044.079956,1021.599976,1021.599976,185168000
2017-01-04,1154.729980,1159.420044,1044.400024,1044.400024,344945984
2017-01-05,1013.380005,1191.099976,910.416992,1156.729980,510199008
2017-01-06,902.200989,1046.810059,883.943970,1014.239990,351876000
2017-01-07,908.585022,908.585022,823.556030,903.487000,279550016
2017-01-08,911.198975,942.723999,887.249023,908.174988,158715008
2017-01-09,902.828003,913.685974,879.807007,913.244019,141876992
2017-01-10,907.679016,914.872986,901.059998,902.440002,115808000
2017-01-11,777.757019,919.447998,762.765015,908.114990,310928992
2017-01-12,804.833984,826.245972,755.755981,775.177979,222326000
2017-01-13,823.984009,829.000977,780.002991,803.737000,168968000
2017-01-14,818.411987,835.085022,812.455994,825.142029,93063296
2017-01-15,821.797974,823.307007,812.870972,818.142029,71013600
2017-01-16,831.533997,834.530029,820.270996,821.783020,82755200
2017-01-17,907.937988,910.560974,830.796021,830.945984,155095008
2017-01-18,886.617981,917.499023,858.304016,909.372986,225676992
2017-01-19,899.072998,904.614014,884.338013,888.335022,105625000
2017-01-20,895.026001,899.398010,887.007996,898.171997,86728400
2017-01-21,921.789001,927.367004,895.534973,895.549011,111158000
2017-01-22,924.672974,937.525024,897.564026,922.205017,116573000
2017-01-23,921.012024,928.265991,916.737976,925.499023,73588600
2017-01-24,892.687012,924.145020,892.286011,910.677002,111349000
2017-01-25,901.541992,903.252014,891.687012,891.924011,120831000
2017-01-26,917.585999,919.325989,902.223999,902.395020,131958000
2017-01-27,919.750000,923.223022,915.846008,918.359009,125594000
2017-01-28,921.590027,923.911011,919.810974,919.810974,68979600
2017-01-29,919.495972,923.418030,919.148010,922.067017,60851700
2017-01-30,920.382019,923.047974,919.473999,920.151001,78227296
2017-01-31,970.403015,972.018982,920.958984,920.958984,164582000
2017-02-01,989.023010,989.114014,970.742004,970.940979,150110000
2017-02-02,1011.799988,1013.520020,983.221008,990.000977,145820992
2017-02-03,1029.910034,1033.869995,1008.789978,1011.460022,201278000
2017-02-04,1042.900024,1045.900024,1015.159973,1031.329956,155064000
2017-02-05,1027.339966,1043.630005,1022.369995,1043.520020,114208000
2017-02-06,1038.150024,1044.640015,1028.160034,1028.400024,111762000
2017-02-07,1061.349976,1061.930054,1040.140015,1040.140015,146007008
2017-02-08,1063.069946,1078.969971,1037.489990,1062.319946,201855008
2017-02-09,994.382996,1088.989990,953.343994,1064.699951,407220000
2017-02-10,988.674011,998.905029,946.690979,995.632019,190452000
2017-02-11,1004.450012,1009.289978,982.830017,988.898010,102261000
2017-02-12,999.181030,1004.760010,996.921021,1003.520020,67530000
2017-02-13,990.642029,1002.099976,976.002014,998.885010,100607000
2017-02-14,1004.549988,1011.510010,986.471008,991.734985,137946000
2017-02-15,1007.479980,1008.840027,1001.580017,1006.210022,89759400
2017-02-16,1027.439941,1033.369995,1007.650024,1007.650024,122277000
2017-02-17,1046.209961,1053.170044,1025.640015,1026.119995,136474000
2017-02-18,1054.420044,1061.099976,1046.959961,1049.209961,99073504
2017-02-19,1047.869995,1056.810059,1043.459961,1054.760010,77423296
2017-02-20,1079.979980,1080.489990,1041.689941,1048.689941,109478000
2017-02-21,1115.300049,1117.250000,1076.930054,1079.280029,186868992
2017-02-22,1117.439941,1125.390015,1100.550049,1114.800049,136100000
2017-02-23,1166.719971,1176.619995,1116.959961,1117.270020,189454000
2017-02-24,1173.680054,1200.390015,1131.959961,1172.709961,330759008
2017-02-25,1143.839966,1174.849976,1124.589966,1170.410034,139960992
2017-02-26,1165.199951,1167.469971,1130.199951,1144.270020,116486000
2017-02-27,1179.969971,1181.979980,1163.380005,1163.780029,131570000
2017-02-28,1179.969971,1193.250000,1171.819946,1180.719971,184956000
2017-03-01,1222.500000,1222.500000,1179.689941,1180.040039,229056992
2017-03-02,1251.010010,1262.130005,1215.619995,1224.680054,368275008
2017-03-03,1274.989990,1280.310059,1250.709961,1250.709961,315739008
2017-03-04,1255.150024,1279.400024,1230.510010,1277.430054,183270000
2017-03-05,1267.119995,1267.290039,1238.060059,1254.290039,134127000
2017-03-06,1272.829956,1276.000000,1264.599976,1267.469971,153656992
2017-03-07,1223.540039,1275.550049,1204.800049,1273.209961,291256000
2017-03-08,1150.000000,1232.160034,1148.079956,1223.229980,332603008
2017-03-09,1188.489990,1197.459961,1141.229980,1150.349976,212283008
2017-03-10,1116.719971,1270.469971,1077.250000,1189.359985,563795968
2017-03-11,1175.829956,1193.829956,1116.319946,1116.319946,283320000
2017-03-12,1221.380005,1226.979980,1175.359985,1176.619995,227176000
2017-03-13,1231.920044,1237.369995,1217.030029,1221.780029,380276992
2017-03-14,1240.000000,1244.810059,1220.719971,1232.160034,245306000
2017-03-15,1249.609985,1251.609985,1239.750000,1240.160034,297804992
2017-03-16,1187.810059,1257.979980,1152.439941,1251.329956,638568000
2017-03-17,1100.229980,1180.160034,1099.569946,1180.160034,706598976
2017-03-18,973.817993,1114.069946,957.655029,1099.689941,621302016
2017-03-19,1036.739990,1069.910034,976.729980,976.729980,406648000
2017-03-20,1054.229980,1063.030029,1036.680054,1037.239990,286529984
2017-03-21,1120.540039,1122.430054,1055.359985,1055.359985,337391008
2017-03-22,1049.140015,1120.650024,1014.210022,1120.650024,380840992
2017-03-23,1038.589966,1058.010010,1028.930054,1050.050049,248540000
2017-03-24,937.520020,1040.469971,934.357971,1038.449951,491038016
2017-03-25,972.778992,975.760986,903.713013,936.539978,435803008
2017-03-26,966.724976,1007.960022,954.185974,974.015015,303668000
2017-03-27,1045.770020,1046.400024,971.984009,972.054993,372535008
2017-03-28,1047.150024,1064.650024,1027.729980,1044.579956,326332000
2017-03-29,1039.969971,1055.130005,1015.880005,1046.079956,298457984
2017-03-30,1026.430054,1049.290039,1020.039978,1042.209961,352968992
2017-03-31,1071.790039,1074.920044,1026.640015,1026.640015,447287008
2017-04-01,1080.500000,1091.719971,1061.089966,1071.709961,289633984
2017-04-02,1102.170044,1107.589966,1075.449951,1080.609985,514187008
2017-04-03,1143.810059,1151.739990,1102.949951,1102.949951,580444032
2017-04-04,1133.250000,1156.439941,1120.520020,1145.520020,436310016
2017-04-05,1124.780029,1135.089966,1113.630005,1134.140015,414784000
2017-04-06,1182.680054,1188.369995,1125.810059,1125.810059,511222016
2017-04-07,1176.900024,1186.579956,1163.390015,1178.939941,317022016
2017-04-08,1175.949951,1184.979980,1162.579956,1172.650024,209312000
2017-04-09,1187.869995,1197.209961,1171.859985,1176.569946,242343008
2017-04-10,1187.130005,1190.339966,1179.040039,1187.300049,215883008
2017-04-11,1205.010010,1208.069946,1187.459961,1187.459961,216182000
2017-04-12,1200.369995,1207.140015,1196.760010,1204.810059,288702016
2017-04-13,1169.280029,1205.890015,1156.439941,1201.020020,351968992
2017-04-14,1167.540039,1190.800049,1159.790039,1170.329956,254827008
2017-04-15,1172.520020,1188.000000,1164.959961,1167.300049,203559008
2017-04-16,1182.939941,1187.219971,1172.609985,1172.609985,183231008
2017-04-17,1193.910034,1194.900024,1172.650024,1183.250000,253206000
2017-04-18,1211.670044,1217.569946,1193.770020,1193.770020,270524000
2017-04-19,1210.290039,1215.510010,1205.079956,1212.130005,288060992
2017-04-20,1229.079956,1240.790039,1208.410034,1211.079956,315108000
2017-04-21,1222.050049,1235.939941,1215.560059,1229.420044,272167008
2017-04-22,1231.709961,1235.560059,1208.469971,1222.709961,249320000
2017-04-23,1207.209961,1232.199951,1203.939941,1231.920044,258951008
2017-04-24,1250.150024,1250.939941,1209.630005,1209.630005,235806000
2017-04-25,1265.489990,1267.579956,1249.969971,1250.449951,242556000
2017-04-26,1281.079956,1294.829956,1265.930054,1265.989990,329631008
2017-04-27,1317.729980,1319.699951,1281.300049,1281.880005,449196992
2017-04-28,1316.479980,1331.280029,1292.369995,1317.739990,527488992
2017-04-29,1321.790039,1327.199951,1315.209961,1317.839966,422705984
2017-04-30,1347.890015,1347.910034,1314.920044,1321.869995,413115008
2017-05-01,1421.599976,1434.319946,1348.300049,1348.300049,713624000
2017-05-02,1452.819946,1473.900024,1415.689941,1421.030029,477337984
2017-05-03,1490.089966,1492.770020,1447.489990,1453.780029,583795968
2017-05-04,1537.670044,1608.910034,1490.719971,1490.719971,933548992
2017-05-05,1555.449951,1618.030029,1530.310059,1540.869995,946035968
2017-05-06,1578.800049,1578.800049,1542.500000,1556.810059,582529984
2017-05-07,1596.709961,1596.719971,1559.760010,1579.469971,1080029952
2017-05-08,1723.349976,1723.349976,1596.920044,1596.920044,1340320000
2017-05-09,1755.359985,1833.489990,1716.300049,1723.890015,1167920000
2017-05-10,1787.130005,1788.439941,1719.099976,1756.520020,915723008
2017-05-11,1848.569946,1873.930054,1755.349976,1780.369995,799489984
2017-05-12,1724.239990,1856.150024,1694.010010,1845.760010,740984000
2017-05-13,1804.910034,1812.989990,1651.079956,1723.119995,579635008
2017-05-14,1808.910034,1831.420044,1776.619995,1800.859985,437196000
2017-05-15,1738.430054,1812.800049,1708.540039,1808.439941,731529024
2017-05-16,1734.449951,1785.939941,1686.540039,1741.699951,959044992
2017-05-17,1839.089966,1864.050049,1661.910034,1726.729980,1064729984
2017-05-18,1888.650024,1904.479980,1807.119995,1818.699951,894321024
2017-05-19,1987.709961,2004.520020,1890.250000,1897.369995,1157289984
2017-05-20,2084.729980,2084.729980,1974.920044,1984.239990,961336000
2017-05-21,2041.199951,2119.080078,2037.500000,2067.030029,1147859968
2017-05-22,2173.399902,2303.899902,2017.869995,2043.189941,1942220032
2017-05-23,2320.419922,2320.820068,2178.500000,2191.560059,1378749952
2017-05-24,2443.639893,2523.719971,2321.370117,2321.370117,1725379968
2017-05-25,2304.979980,2763.709961,2285.300049,2446.239990,2406700032
2017-05-26,2202.419922,2573.790039,2071.989990,2320.889893,1763480064
2017-05-27,2038.869995,2260.199951,1855.829956,2196.270020,1700480000
2017-05-28,2155.800049,2267.340088,2054.080078,2054.080078,1147139968
2017-05-29,2255.610107,2307.050049,2107.169922,2159.429932,994625024
2017-05-30,2175.469971,2301.959961,2124.570068,2255.360107,1443970048
2017-05-31,2286.409912,2311.080078,2145.570068,2187.189941,1544829952
2017-06-01,2407.879883,2448.389893,2288.330078,2288.330078,1653180032
2017-06-02,2488.550049,2488.550049,2373.320068,2404.030029,1317030016
2017-06-03,2515.350098,2581.909912,2423.570068,2493.719971,1514950016
2017-06-04,2511.810059,2585.889893,2452.540039,2547.790039,1355120000
2017-06-05,2686.810059,2686.810059,2510.219971,2512.399902,1369309952
2017-06-06,2863.199951,2999.909912,2690.840088,2690.840088,2089609984
2017-06-07,2732.159912,2869.379883,2700.560059,2869.379883,1517709952
2017-06-08,2805.620117,2815.300049,2670.949951,2720.489990,1281170048
2017-06-09,2823.810059,2901.709961,2795.620117,2807.439941,1348950016
2017-06-10,2947.709961,2950.989990,2746.550049,2828.139893,2018889984
2017-06-11,2958.110107,2996.600098,2840.530029,2942.409912,1752400000
2017-06-12,2659.629883,2997.260010,2518.560059,2953.219971,2569530112
2017-06-13,2717.020020,2789.040039,2650.379883,2680.909912,1781200000
2017-06-14,2506.370117,2786.830078,2412.939941,2716.879883,1696560000
2017-06-15,2464.580078,2534.709961,2212.959961,2499.580078,2026259968
2017-06-16,2518.560059,2539.919922,2385.149902,2469.570068,1195190016
2017-06-17,2655.879883,2685.189941,2484.959961,2514.010010,1534509952
2017-06-18,2548.290039,2662.100098,2516.330078,2655.350098,1178659968
2017-06-19,2589.600098,2662.850098,2549.030029,2549.030029,1446840064
2017-06-20,2721.790039,2763.449951,2589.820068,2591.260010,1854189952
2017-06-21,2689.100098,2772.010010,2660.399902,2709.429932,1626579968
2017-06-22,2705.409912,2723.739990,2642.360107,2691.030029,1097939968
2017-06-23,2744.909912,2765.169922,2706.370117,2707.340088,961318976
2017-06-24,2608.719971,2757.939941,2583.189941,2738.520020,982750016
2017-06-25,2589.409912,2682.260010,2552.120117,2607.250000,1161100032
2017-06-26,2478.449951,2615.250000,2376.290039,2590.570068,1663280000
2017-06-27,2552.449951,2552.449951,2332.989990,2478.449951,1489789952
2017-06-28,2574.790039,2603.979980,2484.419922,2553.030029,1183869952
2017-06-29,2539.320068,2588.830078,2510.479980,2567.560059,949979008
2017-06-30,2480.840088,2559.250000,2478.429932,2539.239990,860273024
2017-07-01,2434.550049,2515.270020,2419.229980,2492.600098,779913984
2017-07-02,2506.469971,2514.280029,2394.840088,2436.399902,803747008
2017-07-03,2564.060059,2595.000000,2480.469971,2498.560059,964112000
2017-07-04,2601.639893,2631.590088,2559.350098,2561.000000,985516032
2017-07-05,2601.989990,2622.649902,2538.550049,2602.870117,941566016
2017-07-06,2608.560059,2616.719971,2581.689941,2608.100098,761956992
2017-07-07,2518.659912,2916.139893,2498.870117,2608.590088,917411968
2017-07-08,2571.340088,2571.340088,2492.310059,2520.270020,733329984
2017-07-09,2518.439941,2635.489990,2517.590088,2572.610107,527856000
2017-07-10,2372.560059,2537.159912,2321.129883,2525.250000,1111200000
2017-07-11,2337.790039,2413.469971,2296.810059,2385.889893,1329760000
2017-07-12,2398.840088,2423.709961,2275.139893,2332.770020,1117410048
2017-07-13,2357.899902,2425.219971,2340.830078,2402.699951,835769984
2017-07-14,2233.340088,2363.250000,2183.219971,2360.590088,882502976
2017-07-15,1998.859985,2231.139893,1990.410034,2230.120117,993608000
2017-07-16,1929.819946,2058.770020,1843.030029,1991.979980,1182870016
2017-07-17,2228.409912,2230.489990,1932.619995,1932.619995,1201760000
2017-07-18,2318.879883,2387.610107,2164.770020,2233.520020,1512450048
2017-07-19,2273.429932,2397.169922,2260.229980,2323.080078,1245100032
2017-07-20,2817.600098,2900.699951,2269.889893,2269.889893,2249260032
2017-07-21,2667.760010,2838.409912,2621.850098,2838.409912,1489449984
2017-07-22,2810.120117,2862.419922,2657.709961,2668.629883,1177129984
2017-07-23,2730.399902,2832.179932,2653.939941,2808.100098,1072840000
2017-07-24,2754.860107,2777.260010,2699.189941,2732.699951,866473984
2017-07-25,2576.479980,2768.080078,2480.959961,2757.500000,1460089984
2017-07-26,2529.449951,2610.760010,2450.800049,2577.770020,937404032
2017-07-27,2671.780029,2693.320068,2529.340088,2538.709961,789104000
2017-07-28,2809.010010,2897.449951,2679.729980,2679.729980,1380099968
2017-07-29,2726.449951,2808.760010,2692.800049,2807.020020,803745984
2017-07-30,2757.179932,2758.530029,2644.850098,2724.389893,705942976
2017-07-31,2875.340088,2889.620117,2720.610107,2763.239990,860574976
2017-08-01,2718.260010,2921.350098,2685.610107,2871.300049,1324669952
2017-08-02,2710.669922,2762.530029,2668.590088,2727.129883,1094950016
2017-08-03,2804.729980,2813.310059,2685.139893,2709.560059,804796992
2017-08-04,2895.889893,2899.330078,2743.719971,2806.929932,1002120000
2017-08-05,3252.909912,3290.010010,2874.830078,2897.629883,1945699968
2017-08-06,3213.939941,3293.290039,3155.600098,3257.610107,1105030016
2017-08-07,3378.939941,3397.679932,3180.889893,3212.780029,1482279936
2017-08-08,3419.939941,3484.850098,3345.830078,3370.219971,1752760064
2017-08-09,3342.469971,3422.760010,3247.669922,3420.399902,1468960000
2017-08-10,3381.280029,3453.449951,3319.469971,3341.840088,1515110016
2017-08-11,3650.620117,3679.719971,3372.120117,3373.820068,2021190016
2017-08-12,3884.709961,3949.919922,3613.699951,3650.629883,2219589888
2017-08-13,4073.260010,4208.390137,3857.800049,3880.040039,3159089920
2017-08-14,4325.129883,4325.129883,3989.159912,4066.100098,2463089920
2017-08-15,4181.930176,4455.970215,3906.179932,4326.990234,3258050048
2017-08-16,4376.629883,4381.229980,3994.419922,4200.339844,2272039936
2017-08-17,4331.689941,4484.700195,4243.709961,4384.439941,2553359872
2017-08-18,4160.620117,4370.129883,4015.399902,4324.339844,2941710080
2017-08-19,4193.700195,4243.259766,3970.550049,4137.750000,2975820032
2017-08-20,4087.659912,4196.290039,4069.879883,4189.310059,2109769984
2017-08-21,4001.739990,4109.140137,3988.600098,4090.479980,2800890112
2017-08-22,4100.520020,4128.759766,3674.580078,3998.350098,3764239872
2017-08-23,4151.520020,4255.779785,4078.409912,4089.010010,2369819904
2017-08-24,4334.680176,4376.390137,4130.259766,4137.600098,2037750016
2017-08-25,4371.600098,4455.700195,4307.350098,4332.819824,1727970048
2017-08-26,4352.399902,4379.279785,4269.520020,4372.060059,1511609984
2017-08-27,4382.879883,4416.589844,4317.290039,4345.100098,1537459968
2017-08-28,4382.660156,4403.930176,4224.640137,4384.450195,1959330048
2017-08-29,4579.020020,4625.680176,4352.129883,4389.209961,2486080000
2017-08-30,4565.299805,4626.520020,4471.410156,4570.359863,1937849984
2017-08-31,4703.390137,4736.049805,4549.399902,4555.589844,1944930048
2017-09-01,4892.009766,4892.009766,4678.529785,4701.759766,2599079936
2017-09-02,4578.770020,4975.040039,4469.240234,4901.419922,2722139904
2017-09-03,4582.959961,4714.080078,4417.589844,4585.270020,1933190016
2017-09-04,4236.310059,4591.629883,4108.399902,4591.629883,2987330048
2017-09-05,4376.529785,4427.839844,3998.110107,4228.290039,2697969920
2017-09-06,4597.120117,4617.250000,4376.589844,4376.589844,2172100096
2017-09-07,4599.879883,4655.040039,4491.330078,4589.140137,1844620032
2017-09-08,4228.750000,4661.000000,4075.179932,4605.160156,2700890112
2017-09-09,4226.060059,4308.819824,4114.109863,4229.810059,1386230016
2017-09-10,4122.939941,4245.439941,3951.040039,4229.339844,1679090048
2017-09-11,4161.270020,4261.669922,4099.399902,4122.470215,1557330048
2017-09-12,4130.810059,4344.649902,4085.219971,4168.879883,1864530048
2017-09-13,3882.590088,4131.979980,3789.919922,4131.979980,2219409920
2017-09-14,3154.949951,3920.600098,3153.860107,3875.370117,2716310016
2017-09-15,3637.520020,3733.449951,2946.620117,3166.300049,4148069888
2017-09-16,3625.040039,3808.840088,3487.790039,3637.750000,1818400000
2017-09-17,3582.879883,3664.810059,3445.639893,3606.280029,1239149952
2017-09-18,4065.199951,4079.229980,3591.090088,3591.090088,1943209984
2017-09-19,3924.969971,4094.070068,3868.870117,4073.790039,1563980032
2017-09-20,3905.949951,4031.389893,3857.729980,3916.360107,1213830016
2017-09-21,3631.040039,3916.419922,3613.629883,3901.469971,1411480064
2017-09-22,3630.699951,3758.270020,3553.530029,3628.020020,1194829952
2017-09-23,3792.399902,3819.209961,3594.580078,3629.919922,928113984
2017-09-24,3682.840088,3796.149902,3666.899902,3796.149902,768014976
2017-09-25,3926.070068,3950.250000,3681.580078,3681.580078,1374210048
2017-09-26,3892.350098,3969.889893,3869.899902,3928.409912,1043740032
2017-09-27,4200.669922,4210.049805,3884.820068,3892.939941,1686880000
2017-09-28,4174.729980,4279.310059,4109.700195,4197.129883,1712320000
2017-09-29,4163.069824,4214.629883,4039.290039,4171.620117,1367049984
2017-09-30,4338.709961,4358.430176,4160.859863,4166.109863,1207449984
2017-10-01,4403.740234,4403.740234,4269.810059,4341.049805,1208210048
2017-10-02,4409.319824,4470.229980,4377.459961,4395.810059,1431730048
2017-10-03,4317.479980,4432.470215,4258.890137,4408.459961,1288019968
2017-10-04,4229.359863,4352.310059,4210.419922,4319.370117,1116770048
2017-10-05,4328.410156,4362.640137,4164.049805,4229.879883,1161769984
2017-10-06,4370.810059,4413.270020,4320.529785,4324.459961,1069939968
2017-10-07,4426.890137,4443.879883,4321.049805,4369.350098,906928000
2017-10-08,4610.479980,4624.140137,4405.640137,4429.669922,1313869952
2017-10-09,4772.020020,4878.709961,4564.250000,4614.520020,1968739968
2017-10-10,4781.990234,4922.169922,4765.100098,4776.209961,1597139968
2017-10-11,4826.479980,4873.729980,4751.629883,4789.250000,1222279936
2017-10-12,5446.910156,5446.910156,4822.000000,4829.580078,2791610112
2017-10-13,5647.209961,5840.299805,5436.850098,5464.160156,3615480064
2017-10-14,5831.790039,5837.700195,5591.640137,5643.529785,1669030016
2017-10-15,5678.189941,5852.479980,5478.609863,5835.959961,1976039936
2017-10-16,5725.589844,5776.229980,5544.209961,5687.569824,2008070016
2017-10-17,5605.509766,5800.350098,5472.720215,5741.580078,1821570048
2017-10-18,5590.689941,5603.819824,5151.439941,5603.819824,2399269888
2017-10-19,5708.520020,5744.350098,5531.060059,5583.740234,1780540032
2017-10-20,6011.450195,6060.109863,5627.229980,5708.109863,2354429952
2017-10-21,6031.600098,6194.879883,5965.069824,5996.790039,2207099904
2017-10-22,6008.419922,6076.259766,5792.339844,6036.660156,2034630016
2017-10-23,5930.319824,6075.589844,5732.470215,6006.000000,2401840128
2017-10-24,5526.640137,5935.520020,5504.180176,5935.520020,2735699968
2017-10-25,5750.799805,5754.330078,5397.879883,5524.600098,1966989952
2017-10-26,5904.830078,5976.799805,5721.220215,5747.950195,1905040000
2017-10-27,5780.899902,5988.390137,5728.819824,5899.740234,1710130048
2017-10-28,5753.089844,5876.720215,5689.189941,5787.819824,1403920000
2017-10-29,6153.850098,6255.709961,5724.580078,5754.439941,2859040000
2017-10-30,6130.529785,6214.990234,6040.850098,6114.850098,1772150016
2017-10-31,6468.399902,6470.430176,6103.330078,6132.020020,2311379968
2017-11-01,6767.310059,6767.310059,6377.879883,6440.970215,2870320128
2017-11-02,7078.500000,7367.330078,6758.720215,6777.770020,4653770240
2017-11-03,7207.759766,7461.290039,7002.939941,7087.529785,3369860096
2017-11-04,7379.950195,7492.859863,7031.279785,7164.479980,2483800064
2017-11-05,7407.410156,7617.479980,7333.189941,7404.520020,2380410112
2017-11-06,7022.759766,7445.770020,7007.310059,7403.220215,3111899904
2017-11-07,7144.379883,7253.319824,7023.100098,7023.100098,2326340096
2017-11-08,7459.689941,7776.419922,7114.020020,7141.379883,4602200064
2017-11-09,7143.580078,7446.830078,7101.520020,7446.830078,3226249984
2017-11-10,6618.140137,7312.000000,6436.870117,7173.729980,5208249856
2017-11-11,6357.600098,6873.149902,6204.220215,6618.609863,4908680192
2017-11-12,5950.069824,6625.049805,5519.009766,6295.450195,8957349888
2017-11-13,6559.490234,6811.189941,5844.290039,5938.250000,6263249920
2017-11-14,6635.750000,6764.979980,6461.750000,6561.479980,3197110016
2017-11-15,7315.540039,7342.250000,6634.759766,6634.759766,4200880128
2017-11-16,7871.689941,7967.379883,7176.580078,7323.240234,5123809792
2017-11-17,7708.990234,8004.589844,7561.089844,7853.569824,4651670016
2017-11-18,7790.149902,7884.990234,7463.439941,7697.209961,3667190016
2017-11-19,8036.490234,8101.910156,7694.100098,7766.029785,3149319936
2017-11-20,8200.639648,8336.860352,7949.359863,8039.069824,3488450048
2017-11-21,8071.259766,8348.660156,7762.709961,8205.740234,4277609984
2017-11-22,8253.549805,8302.259766,8075.470215,8077.950195,3633530112
2017-11-23,8038.770020,8267.400391,8038.770020,8232.379883,4225179904
2017-11-24,8253.690430,8374.160156,7940.930176,8074.020020,5058610176
2017-11-25,8790.919922,8790.919922,8191.149902,8241.709961,4342060032
2017-11-26,9330.549805,9522.929688,8775.589844,8789.040039,5475579904
2017-11-27,9818.349609,9818.349609,9352.719727,9352.719727,5653320192
2017-11-28,10058.799805,10125.700195,9736.299805,9823.429688,6348819968
2017-11-29,9888.610352,11517.400391,9601.030273,10077.400391,11568799744
2017-11-30,10233.599609,10801.000000,9202.049805,9906.790039,8310689792
2017-12-01,10975.599609,11046.700195,9694.650391,10198.599609,6783119872
2017-12-02,11074.599609,11320.200195,10905.099609,10978.299805,5138500096
2017-12-03,11323.200195,11858.700195,10862.000000,11082.700195,6608309760
2017-12-04,11657.200195,11657.200195,11081.799805,11315.400391,6132409856
2017-12-05,11916.700195,12032.000000,11604.599609,11685.700195,6895260160
2017-12-06,14291.500000,14369.099609,11923.400391,11923.400391,12656300032
2017-12-07,17899.699219,17899.699219,14057.299805,14266.099609,17950699520
2017-12-08,16569.400391,18353.400391,14336.900391,17802.900391,21135998976
2017-12-09,15178.200195,16783.000000,13674.900391,16523.300781,13911300096
2017-12-10,15455.400391,15850.599609,13226.599609,15168.400391,13433299968
2017-12-11,16936.800781,17513.900391,15404.799805,15427.400391,12153900032
2017-12-12,17415.400391,17781.800781,16571.599609,16919.800781,14603799552
2017-12-13,16408.199219,17653.099609,16039.700195,17500.000000,12976900096
2017-12-14,16564.000000,17085.800781,16185.900391,16384.599609,13777399808
2017-12-15,17706.900391,18154.099609,16601.300781,16601.300781,14309999616
2017-12-16,19497.400391,19716.699219,17515.300781,17760.300781,12740599808
2017-12-17,19140.800781,20089.000000,18974.099609,19475.800781,13314599936
2017-12-18,19114.199219,19371.000000,18355.900391,19106.400391,14839499776
2017-12-19,17776.699219,19177.800781,17275.400391,19118.300781,16894499840
2017-12-20,16624.599609,17934.699219,16077.700195,17760.300781,22149699584
2017-12-21,15802.900391,17567.699219,15342.700195,16642.400391,16516599808
2017-12-22,13831.799805,15943.400391,11833.000000,15898.000000,22197999616
2017-12-23,14699.200195,15603.200195,13828.799805,13948.700195,13086000128
2017-12-24,13925.799805,14626.000000,12747.700195,14608.200195,11572299776
2017-12-25,14026.599609,14593.000000,13448.900391,13995.900391,10664699904
2017-12-26,16099.799805,16461.199219,14028.900391,14036.599609,13454300160
2017-12-27,15838.500000,16930.900391,15114.299805,16163.500000,12487600128
